"","Start_time","Stop_time","Query","Query_complexity","Role","Sub_themes","Code","Query_counter","Transcript","Actor_pair"
"715","00:10:18.980","00:10:19.580","outsource jobs India","understand","Intermediary","Discourse Management","B:Asks to repeat",8,"Sorry","10"
"716","00:10:19.600","00:10:22.640","outsource jobs India","understand","Seeker","Information Request","A:Information request within document",9,"Uhm any ones that have been outsourced to India specifically?","10"
"717","00:10:23.280","00:10:50.340","outsource jobs India","understand","Intermediary","Results Presentation + Information Request","B:Scanning document without modification + Enquiry for further information",10,"Uhm to China no [inaudible segment] no they're just mentioning China [long pause] and being the General Electric car companies... yeah so can I go ahead?","10"
"718","00:10:53.400","00:10:59.200","outsource jobs India","understand","Seeker","Information Request","A:Intent clarification",11,"Uhm jobs can you look for jobs that have been outsourced to India like in particular","10"
"719","00:10:59.360","00:11:02.280","outsource jobs India","understand","Intermediary","Information Request","B:Query rephrase",12,"Ah OK, jobs that have been outsourced to India","10"
"720","00:11:02.380","00:11:03.220","outsource jobs India","understand","Seeker","Information Request","A:Query embellishment",13,"From the US","10"
"721","00:11:03.300","00:11:23.880","outsource jobs India","understand","Intermediary","Information Request","B:Query rephrase",14,"From the US so, that's what they said multiple factories such as General Electric and Boeing I can key in that one, specifically uhm US jobs outsourced to China","10"
"722","00:11:24.760","00:11:25.800","outsource jobs India","understand","Seeker","Discourse Management","A:Query repeat",15,"India","10"
"723","00:11:26.080","00:13:42.756","outsource jobs India","understand","Intermediary","Results Presentation","B:Scanning document without modification",16,"To India sorry, India [inaudible segment] OK so examples of jobs outsourced to India [inaudible segment] let's see [inaudible segment] no they are talking about the benefits I am looking for specific job sorry let me go back the US, US job outsourced to India, how outsourcing jobs affects how outsource jobs overseas, five jobs outsourced to India, five jobs outsourced uhm [inaudible segment] uhm I think IBM for instance is laying off seven hundred and forty-seven workers at three sites in New York and uhm they uhm another example so IBM is one which is a computer company I presume and Poughkeepsie which is a city in the state of New York, fifty jobs have moved to Brazil, India and China so do you want me to spell the name of the city Pough Pough","10"
"724","00:13:42.837","00:13:43.980","outsource jobs India","understand","Seeker","Information Request","A:Information request within document",17,"Do you know what kind of jobs?","10"
"725","00:16:10.000","00:16:10.700","outsource jobs India","understand","Intermediary","Results Presentation + Results Presentation","B:Scanning document with modification + Interpretation",18,"Uhm I'm assuming it's kind of computer companies similar to IBM because they've named IBM so it's mainly technology, we're talking about technology and then... we're also talking about another business automatic data processing uhm they have it. I don't know which specific companies they're Automatic Data Processing will lay off fifty to hundred people and the service will be outsourced to India. So they're a business outsourcing solutions provider and they're called automatic data processing that's all it says uhm, US based and then they say US-based packaging material company Sealed Air Corp which has laid off a huge number of its workers uhm the firm had outsourced its internal service desk to Diversey's third party, I can't even pronounce the words here uhm let's see whether... so we don't know about jobs outsourced to India, is that it? Do you need more examples? Uhm trade adjustment assistance [inaudible segment] countries like India [inaudible segment] OK, so I can tell you that example I think what I should've done is just look at the static paragraph so some of the companies which have outsourced you know have cuts on the work to India will be IBM, Honeywell, Walgreens and ATNT and these companies are just mentioned have been affected for which reason they have filed petitions to receive Trade Adjustment Assistance benefits, so yes, so IBM is one definitely uhm yeah","10"
"726","00:00:05.250","00:00:10.800","Tyres","understand","Seeker","Information Request","A:Initial information request",1,"Can you just type in tyre uhm car tyre recycling?","11"
"727","00:00:17.960","00:00:23.120","Tyres","understand","Intermediary","Information Request","B:Query refinement offer",2,"So are you looking for uhm the people who recycle tyres?","11"
"728","00:00:23.183","00:00:27.370","Tyres","understand","Seeker","Information Request","A:Intent clarification",3,"Uhm I just want to see what the tyres","11"
"729","00:00:28.596","00:00:29.609","Tyres","understand","Intermediary","Information Request","B:Query refinement offer",4,"How they are recycled","11"
"730","00:00:29.609","00:00:31.434","Tyres","understand","Seeker","Information Request","A:Intent clarification",5,"Yeah how they are recycled pretty much","11"
"731","00:00:31.595","00:00:33.217","Tyres","understand","Intermediary","Discourse Management","B:Confirms",6,"Alright, just give me a second","11"
"732","00:01:16.680","00:01:17.800","Tyres","understand","Seeker","Visibility Of System Status","A:Results?",7,"What have you got so far?","11"
"733","00:01:18.280","00:01:23.760","Tyres","understand","Intermediary","Visibility Of System Status","B:Feedback on what is happening",8,"Uhm like searching for machines and plants and like looking for processes","11"
"734","00:01:23.820","00:01:24.540","Tyres","understand","Seeker","Discourse Management","A:Confirms",9,"OK yeah","11"
"735","00:01:24.820","00:01:51.800","Tyres","understand","Intermediary","Results Presentation","B:SERP without modification",10,"Yeah so I am going to search for processes how they are recycled, some PDF's, there is a machine which recycles tyres, I will open these and explain how it goes there are plants... largest tyre recycling company","11"
"736","00:01:53.920","00:01:58.440","Tyres","understand","Seeker","Information Request","A:Information request",11,"Do they melt the tyres down first or what do they do first?","11"
"737","00:01:59.540","00:02:07.740","Tyres","understand","Intermediary","Visibility Of System Status","B:Feedback on what is happening",12,"Old old an new, give me a second I'm looking like so many tabs it's not going to give me everything in one place","11"
"738","00:02:08.240","00:02:08.720","Tyres","understand","Seeker","Discourse Management","A:Confirms",13,"Yeah","11"
"739","00:02:16.560","00:02:31.173","Tyres","understand","Intermediary","Results Presentation","B:Scanning document without modification",14,"Like they first get all the tyres from everywhere in Australia it's like uhm only five percent of tyres go through recycling process and thirteen percent are dumped illegally","11"
"740","00:02:31.487","00:02:31.794","Tyres","understand","Seeker","Discourse Management","A:Confirms",15,"Yeah","11"
"741","00:02:31.844","00:02:34.550","Tyres","understand","Intermediary","Results Presentation","B:Scanning document without modification",16,"And the remaining fifty-seven goes through landfill","11"
"742","00:02:34.866","00:02:35.200","Tyres","understand","Seeker","Discourse Management","A:Confirms",17,"Yeah","11"
"743","00:02:36.514","00:02:44.453","Tyres","understand","Intermediary","Results Presentation","B:Scanning document without modification",18,"Plus if there's no sunlight it will take thirty thousand years for a tyre to degrade","11"
"744","00:02:44.794","00:02:45.300","Tyres","understand","Seeker","Discourse Management","A:Confirms",19,"Ah OK","11"
"745","00:02:45.514","00:02:45.967","Tyres","understand","Intermediary","Discourse Management","B:Confirms",20,"Yeah","11"
"746","00:02:46.012","00:02:49.161","Tyres","understand","Seeker","Information Request","A:Information request",21,"With those recycled tyres what's the first process?","11"
"747","00:02:49.400","00:02:52.000","Tyres","understand","Intermediary","Discourse Management","B:Confirms",22,"First process, give me a sec","11"
"748","00:02:52.160","00:03:06.320","Tyres","understand","Seeker","Information Request","A:Information request",23,"If you go to maybe uhm a tyre processing plant, see what their uses are after they've like recycled the tyres what they've made later on","11"
"749","00:03:06.720","00:03:55.080","Tyres","understand","Intermediary","Results Presentation","B:Scanning document with modification + Informs user about searching for information found in document",24,"Alright give me a second I'll find out [long pause] so there is a process called TRU pyrolysis and when I search for this","11"
"750","00:04:47.878","00:04:49.513","Tyres","understand","Seeker","Information Request","A:Information request within document",25,"Does it say what the process does?","11"
"751","00:04:50.310","00:04:57.360","Tyres","understand","Intermediary","Visibility Of System Status","B:Feedback on what is happening",26,"I am looking there is like different things they have not exact process what it is","11"
"752","00:04:58.297","00:05:01.283","Tyres","understand","Seeker","Information Request","A:Information request within document",27,"Oh so it doesn't tell you what it actually does to the tyre","11"
"753","00:05:01.332","00:05:08.370","Tyres","understand","Intermediary","Results Presentation + Results Presentation","B:Scanning document with modification + Interpretation",28,"There's like there have a certain term for it for the process, how it's done, they haven't mentioned how actually they do it","11"
"754","00:05:08.972","00:05:13.837","Tyres","understand","Seeker","Information Request","A:Information request",29,"So are they are they they just using the tyres to become other new tyres or","11"
"755","00:05:15.420","00:05:22.156","Tyres","understand","Intermediary","Results Presentation","B:Within-Document search result",30,"No only like five percent of that they use in like recycling to make new tyres","11"
"756","00:05:22.298","00:05:26.406","Tyres","understand","Seeker","Grounding","A:Interpretation",31,"Yeah and then and there's like another fifteen percent that becomes other rubber products","11"
"757","00:05:26.859","00:05:35.733","Tyres","understand","Intermediary","Results Presentation","B:Parahprasing from document which is not in front of them",32,"Uhm no they just dumped it illegally I don't know what they do with that and rest like fifty-seven percent of the tyres they recycle the tyres and put them in land refill","11"
"758","00:05:35.890","00:05:37.506","Tyres","understand","Seeker","Discourse Management","A:Confirms",33,"Ah OK so they only just yeah","11"
"759","00:06:02.560","00:06:04.080","Tyres","understand","Intermediary","Results Presentation","B:Scanning document with modification",34,"Yeah so there's like one process which they use to recycle those tyres and that process is called TRU pyrolysis... so I'm reading about this TRU pyrolysis process but actually it is what it does and how it like goes on, so TRU means Thermal Recovery Unit","11"
"760","00:06:08.094","00:06:20.783","Alcohol consumption","analyze","Seeker","Information Request","A:Initial information request",1,"OK so I need you to look up uhm... Australian alcohol consumption per capita","11"
"761","00:06:22.162","00:06:22.905","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Confirms",2,"Yeah","11"
"762","00:06:24.918","00:06:27.760","Alcohol consumption","analyze","Seeker","Visibility Of System Status","A:Results?",3,"So what's the first result that you get do you get a","11"
"763","00:06:33.560","00:06:52.240","Alcohol consumption","analyze","Intermediary","Results Presentation","B:SERP without modification",4,"I have like a list of countries alright OK hmmm... so I have like some few articles about saying consumption, there's a list of countries, there is","11"
"764","00:06:52.280","00:06:54.060","Alcohol consumption","analyze","Seeker","Navigation","A:Access source",5,"Uhm, can you give me the list of countries?","11"
"765","00:06:56.500","00:06:59.580","Alcohol consumption","analyze","Intermediary","Information Request","B:Query refinement offer",6,"So, are you looking for Australia then?","11"
"766","00:06:59.824","00:07:03.797","Alcohol consumption","analyze","Seeker","Information Request","A:Intent clarification",7,"Uhm I want to see what we are compared to other countries first","11"
"767","00:07:04.226","00:07:15.986","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",8,"OK so... so they have some a table regarding pure alcohol consumption among adults","11"
"768","00:07:16.070","00:07:16.483","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",9,"Yeah","11"
"769","00:07:16.679","00:07:22.706","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",10,"In litres per capita per year and there the data is for year two thousand ten","11"
"770","00:07:24.246","00:07:24.573","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",11,"Yeah","11"
"771","00:07:25.546","00:07:30.940","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",12,"So they have consumptions of beer, wine, spirits and others","11"
"772","00:07:31.180","00:07:32.393","Alcohol consumption","analyze","Seeker","Information Request","A:Information request within document",13,"Is there a total?","11"
"773","00:07:33.378","00:07:33.864","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Asks to repeat",14,"Sorry?","11"
"774","00:07:33.900","00:07:36.690","Alcohol consumption","analyze","Seeker","Information Request","A:Information request within document",15,"Is there like a total consumption of alcohol?","11"
"775","00:07:36.790","00:07:38.760","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Within-Document search result",16,"Yeah they said it's in litres","11"
"776","00:07:38.880","00:07:41.526","Alcohol consumption","analyze","Seeker","Information Request","A:Information request within document",17,"OK yeah uhm what are the top five?","11"
"777","00:07:42.210","00:08:03.706","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",18,"Top five [long pause] so for two thousand fifteen WHO data so they have the top five in top five the first one is Czech Republic","11"
"778","00:08:04.107","00:08:04.580","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",19,"OK","11"
"779","00:08:04.691","00:08:07.783","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",20,"Which has fourteen point one litres of alcohol consumption","11"
"780","00:08:07.866","00:08:08.204","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",21,"Yep","11"
"781","00:08:08.511","00:08:10.346","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",22,"And second is Australia","11"
"782","00:08:10.613","00:08:10.986","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",23,"OK","11"
"783","00:08:11.003","00:08:31.227","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",24,"Which has twelve point six litres, third is Portugal which has twelve point five litres and fourth is Slovakia with twelve point five again in litres and fifth is Hungary with twelve point four sixth is United Kingdom twelve, seven Finland eleven point nine","11"
"784","00:08:32.210","00:08:33.480","Alcohol consumption","analyze","Seeker","Information Request","A:Information request within document",25,"Is America in that list?","11"
"785","00:08:34.433","00:08:35.080","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Asks to repeat",26,"America?","11"
"786","00:08:35.107","00:08:35.458","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",27,"Yeah","11"
"787","00:08:36.380","00:08:39.567","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Within-Document search result",28,"America yeah number twenty-four, nine litres","11"
"788","00:08:39.797","00:08:52.121","Alcohol consumption","analyze","Seeker","Information Request","A:Information request",29,"OK twenty-four, alright can you uhm, get out of that search and just search for uhm the alcohol consumption per capita in Australian states","11"
"789","00:08:52.283","00:08:52.810","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Confirms",30,"Yeah","11"
"790","00:08:53.586","00:08:55.786","Alcohol consumption","analyze","Seeker","Information Request","A:Intent clarification",31,"And see what the differences are between those","11"
"791","00:08:56.160","00:09:06.120","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Asks to repeat",32,"Yeah [long pause] different states you're looking for right?","11"
"792","00:09:06.180","00:09:12.350","Alcohol consumption","analyze","Seeker","Information Request","A:Information request within SERP",33,"Yeah... is there a list similar to that one that you have?","11"
"793","00:09:12.380","00:09:20.520","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Within-Document search result",34,"Uhm they have it for drinks like different type of drinks but for like uhm states, I'm looking for the states one","11"
"794","00:09:20.658","00:09:20.951","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",35,"Yeah","11"
"795","00:09:23.254","00:09:31.727","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",36,"They have uhm article on sixth of May that apparent alcohol consumption hits a fifty year low in Australia","11"
"796","00:09:32.038","00:09:32.551","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",37,"OK","11"
"797","00:09:33.303","00:09:33.857","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Confirms",38,"Yeah","11"
"798","00:10:36.806","00:10:38.252","Alcohol consumption","analyze","Seeker","Information Request","A:Info about document",39,"So it's just articles really?","11"
"799","00:10:38.273","00:10:38.837","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Confirms",40,"Yeah","11"
"800","00:10:38.910","00:10:39.100","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",41,"OK","11"
"801","00:10:39.110","00:10:43.220","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document with modification",42,"Several articles like deaths related to alcohol","11"
"802","00:10:43.360","00:10:43.670","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",43,"Yeah","11"
"803","00:10:43.690","00:10:59.906","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",44,"Alcohol related road injury uhm trends in per capita alcohol consumption... it's like bulletins and trends in youth alcohol consumption under-age drinking","11"
"804","00:10:59.933","00:11:12.180","Alcohol consumption","analyze","Seeker","Information Request","A:Information request",45,"OK uhm... can you just look up the average alcohol consumption per week for an Australian adult?","11"
"805","00:11:13.380","00:11:14.160","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Asks to repeat",46,"Per week","11"
"806","00:11:14.520","00:11:33.933","Alcohol consumption","analyze","Seeker","Discourse Management + Information Request","A:Confirms + Information Request within SERP",47,"Yeah [long pause] does it come up with like uhm age brackets?","11"
"807","00:11:34.720","00:11:36.910","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Within-Document search result",48,"Yeah they have something in this brackets","11"
"808","00:11:37.020","00:11:37.330","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",49,"Yeah","11"
"809","00:11:37.370","00:11:44.990","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document with modification",50,"There is a pie chart and hold on I have a report here, Australian alcohol in litres","11"
"810","00:11:45.060","00:11:53.370","Alcohol consumption","analyze","Seeker","Information Request","A:Information request within document",51,"Yeah can you just tell me what the uhm the age brackets between eighteen and fifty?","11"
"811","00:11:54.100","00:12:02.100","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",52,"Yeah so they have uhm eighty-five percent of total consumption by females aged fourteen to seventeen years","11"
"812","00:12:02.180","00:12:03.240","Alcohol consumption","analyze","Seeker","Discourse Management","A:Asks to repeat",53,"Fourteen to seventeen","11"
"813","00:12:03.493","00:12:03.953","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Confirms",54,"Yeah","11"
"814","00:12:04.060","00:12:04.380","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",55,"Yeah","11"
"815","00:12:04.626","00:12:13.620","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",56,"And... for males eighty percent for males aged fourteen to seventeen","11"
"816","00:12:13.933","00:12:19.360","Alcohol consumption","analyze","Seeker","Information Request","A:Information request within document",57,"OK just uhm like eighteen to say twenty-five","11"
"817","00:12:19.593","00:12:20.626","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Asks to repeat",58,"Eighteen to","11"
"818","00:12:20.639","00:12:22.813","Alcohol consumption","analyze","Seeker","Information Request","A:Intent clarification",59,"If there's a bracket like that the closest one","11"
"819","00:12:33.226","00:12:34.693","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document without modification",60,"It's like forty-one percent","11"
"820","00:12:35.620","00:12:36.093","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",61,"OK","11"
"821","00:12:36.336","00:12:36.622","Alcohol consumption","analyze","Intermediary","Discourse Management","B:Confirms",62,"Yeah","11"
"822","00:12:39.340","00:12:42.880","Alcohol consumption","analyze","Seeker","Information Request","A:Information request within document",63,"And what's the next one the next age bracket over that","11"
"823","00:12:43.536","00:13:04.536","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Within-Document search result",64,"Uhm next one hold on [long pause] so they have something related to that that's here, they don't have the age","11"
"824","00:13:04.650","00:13:05.180","Alcohol consumption","analyze","Seeker","Discourse Management","A:Confirms",65,"Ah OK","11"
"825","00:13:05.180","00:13:07.500","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document with modification",66,"They have the numbers like percentages and numbers","11"
"826","00:13:07.572","00:13:08.172","Alcohol consumption","analyze","Seeker","Information Request","A:Information request within document",67,"Of deaths?","11"
"827","00:13:11.640","00:13:12.520","Alcohol consumption","analyze","Intermediary","Results Presentation","B:Within-Document search result",68,"Yeah between a ten year gap","11"
"828","00:13:16.520","00:13:20.446","New Caledonia","remember","Seeker","Information Request","A:Initial information request",1,"Can you type in New Caledonia?","11"
"829","00:13:21.026","00:13:21.553","New Caledonia","remember","Intermediary","Discourse Management","B:Asks to repeat",2,"New","11"
"830","00:13:21.634","00:13:30.333","New Caledonia","remember","Seeker","Information Request","A:Query embellishment",3,"New Caledonia CALEDONIA uhm language","11"
"831","00:13:33.900","00:13:35.067","New Caledonia","remember","Intermediary","Results Presentation","B:SERP Card",4,"It's a French language","11"
"832","00:13:35.080","00:13:35.800","New Caledonia","remember","Seeker","Discourse Management","A:Asks to repeat",5,"It's French?","11"
"833","00:13:35.910","00:13:36.860","New Caledonia","remember","Intermediary","Results Presentation","B:SERP with modification",6,"Yeah official language","11"
"834","00:13:37.090","00:13:38.115","New Caledonia","remember","Seeker","Discourse Management","A:Confirms",7,"Official language","11"
"835","00:13:38.130","00:13:38.375","New Caledonia","remember","Intermediary","Discourse Management","B:Confirms",8,"Yeah","11"
"836","00:13:38.435","00:13:39.920","New Caledonia","remember","Seeker","Information Request","A:Information request",9,"Uhm do they have any native tongues?","11"
"837","00:13:40.535","00:13:41.420","New Caledonia","remember","Intermediary","Discourse Management","B:Asks to repeat",10,"Native towns","11"
"838","00:13:41.560","00:13:42.030","New Caledonia","remember","Seeker","Discourse Management","A:Confirms",11,"Yeah","11"
"839","00:13:43.810","00:13:48.330","New Caledonia","remember","Intermediary","Results Presentation","B:SERP without modification",12,"They have points of interests [inaudible segment]","11"
"840","00:13:49.450","00:13:50.475","New Caledonia","remember","Seeker","Information Request","A:Information request",13,"Everyone speaks French?","11"
"841","00:13:51.110","00:13:56.166","New Caledonia","remember","Intermediary","Results Presentation","B:SERP without modification",14,"Yeah, it's like they have a population of two two hundred and sixty-two thousand","11"
"842","00:13:56.514","00:13:56.854","New Caledonia","remember","Seeker","Discourse Management","A:Confirms",15,"Yeah","11"
"843","00:14:01.200","00:14:02.200","New Caledonia","remember","Intermediary","Results Presentation","B:SERP without modification",16,"Capital is Noumea","11"
"844","00:00:19.110","00:00:20.840","Marine vegetation","understand","Seeker","Information Request","A:Initial information request",1,"Algae seaweed health","12"
"845","00:00:21.530","00:00:22.180","Marine vegetation","understand","Intermediary","Discourse Management","B:Asks to repeat",2,"Pardon","12"
"846","00:00:22.700","00:00:25.190","Marine vegetation","understand","Seeker","Discourse Management","A:Query repeat",3,"Algae seaweed health","12"
"847","00:00:32.010","00:00:36.480","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP without modification",4,"Uhm I've found some ways to boost your health with seaweeds and algaes","12"
"848","00:00:36.550","00:00:36.960","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",5,"Yeah","12"
"849","00:00:37.450","00:00:44.300","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP without modification",6,"Uhm I have a list of uhm nutritional data as well from it","12"
"850","00:00:44.299","00:00:49.732","Marine vegetation","understand","Seeker","Information Request","A:Intent clarification",7,"Yes uhm nutritional data and how it benefits to medicine as well","12"
"851","00:01:03.030","00:01:14.280","Marine vegetation","understand","Intermediary","Results Presentation","B:Scanning document without modification",8,"Uhm eating it provides with half a milligram uhm thirty-five milligrams of iron... accompanied by vitamin C","12"
"852","00:01:14.480","00:01:15.020","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",9,"Yeah","12"
"853","00:01:19.040","00:01:22.260","Marine vegetation","understand","Intermediary","Results Presentation","B:Scanning document without modification",10,"Brown algae accumulate a lot of iodine","12"
"854","00:01:30.730","00:01:36.790","Marine vegetation","understand","Seeker","Navigation","A:Access search engine",11,"Can you use Google Scholar or uhm... can you use Google Scholar?","12"
"855","00:01:37.150","00:01:37.740","Marine vegetation","understand","Intermediary","Discourse Management","B:Checks navigational command",12,"Am I allowed?","12"
"856","00:01:37.900","00:01:40.490","Marine vegetation","understand","Seeker","Other","A:Provides information about the search engine",13,"So it's a search engine","12"
"857","00:01:40.520","00:01:43.100","Marine vegetation","understand","Intermediary","Discourse Management","B:Checks navigational command",14,"Ah, I know what it is but I am allowed to use that?","12"
"858","00:01:43.200","00:02:01.270","Marine vegetation","understand","Seeker","Information Request","A:Information request",15,"Yes... so I try to get more uses uhm eating of uhm input uhm algae, seaweeds and kelp KELP","12"
"859","00:02:02.175","00:02:02.850","Marine vegetation","understand","Intermediary","Discourse Management","B:Confirms",16,"Oh kelp","12"
"860","00:02:02.905","00:02:03.486","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",17,"Yeah kelp","12"
"861","00:02:03.513","00:02:04.680","Marine vegetation","understand","Intermediary","Visibility Of System Status","B:Misheard",18,"I thought you said health sorry","12"
"862","00:02:05.930","00:02:18.829","Marine vegetation","understand","Seeker","Information Request","A:Intent clarification",19,"Uhm so I'd like some more information on how it benefits to human bodies and uhm what's it relate to health and also [inaudible segment]","12"
"863","00:02:30.720","00:02:37.293","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP with modification",20,"I just have studies on a Japan diet, they eat a lot of seaweed everyone has seaweed in their diet","12"
"864","00:02:44.600","00:02:57.230","Marine vegetation","understand","Seeker","Information Request","A:Information request within SERP",21,"Yeah [long pause] so most of them are about seaweeds or uhm is there any uhm vegetables and growing kind of vegetables like seaweed, algae, kelp","12"
"865","00:03:05.780","00:03:08.581","Marine vegetation","understand","Intermediary","Search Assistance","B:Request to access Search engine",22,"Uhm can I use the RMIT library function as well?","12"
"866","00:03:08.670","00:03:10.014","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",23,"Ah yeah that's maybe","12"
"867","00:03:25.920","00:03:31.350","Marine vegetation","understand","Intermediary","Information Request","B:Query refinement offer",24,"So do so look at one seaweed first just kelp or just or all of them at once","12"
"868","00:03:31.669","00:03:34.601","Marine vegetation","understand","Seeker","Information Request","A:Intent clarification",25,"Uhm maybe look at each individual","12"
"869","00:03:54.940","00:04:05.130","Marine vegetation","understand","Intermediary","Results Presentation + Information Request","B:SERP without modification + Query refinement offer",26,"There is a qualitative and quantitative evaluation of seaweed diet on sheep uhm we're looking at human not animal","12"
"870","00:04:05.292","00:04:05.682","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",27,"Uh hum","12"
"871","00:04:26.249","00:04:28.466","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP without modification",28,"There's an article called seaweed and human health","12"
"872","00:04:28.760","00:04:32.200","Marine vegetation","understand","Seeker","Search Progression","A:Performance feedback",29,"So that looks as just oh yeah because searching for seaweeds and","12"
"873","00:04:48.480","00:05:20.280","Marine vegetation","understand","Intermediary","Results Presentation","B:Scanning document without modification",30,"Uhm it says it has an important role in modulating current disease, unique bioactive compounds, lots of different proteins lectins phycobolliproteins peptides and amino acids, polyphenois, polysaccharides... uhm benefits include antiviral, anticancer and anticoagulant properties as well as the ability to modulate our health and assist with obesity and diabetes","12"
"874","00:05:20.460","00:05:34.880","Marine vegetation","understand","Seeker","Grounding + Information Request","A:Interpretation + Information Request within Document",31,"Yeah so it can help with diabetes uhm cancer... does it say specifically what type of cancer it is or or in general all cancers","12"
"875","00:05:35.820","00:05:37.740","Marine vegetation","understand","Intermediary","Results Presentation","B:Within-Document search result",32,"It just says anticancer properties","12"
"876","00:05:37.720","00:05:39.440","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",33,"OK thanks","12"
"877","00:05:41.260","00:05:44.560","Marine vegetation","understand","Intermediary","Results Presentation","B:Scanning document without modification",34,"I don't it assists by health factors for obesity and diabetes","12"
"878","00:05:44.900","00:05:46.400","Marine vegetation","understand","Seeker","Search Progression","A:Performance feedback",35,"Yeah, that good","12"
"879","00:05:52.920","00:05:59.540","Marine vegetation","understand","Intermediary","Search Assistance","B:Suggestion to move on",36,"Shall we go onto a different uhm... uhm food like kelp?","12"
"880","00:05:59.560","00:06:00.020","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",37,"Yeah","12"
"881","00:07:28.067","00:07:35.324","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP without modification",38,"Ah we have an article on on plant extracts on the activity in plasma human blood plasma","12"
"882","00:07:38.310","00:07:41.400","Marine vegetation","understand","Seeker","Information Request","A:Information request within SERP",39,"Plant extracts in terms of marine plants or","12"
"883","00:07:41.675","00:07:56.472","Marine vegetation","understand","Intermediary","Results Presentation","B:Within-Document search result",40,"Well specifically kelp well I hope... I will see what plants they're talking about exactly... extracts of kelp, fucus, yarrow, Saint John's wort, onion and honey","12"
"884","00:07:56.620","00:07:57.140","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",41,"Hmmm","12"
"885","00:08:17.297","00:08:24.972","Marine vegetation","understand","Intermediary","Results Presentation","B:Scanning document with modification",42,"OK so this is mostly talking about... pollen and garlic powder not so much kelp","12"
"886","00:08:25.460","00:08:25.900","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",43,"Yep","12"
"887","00:08:38.580","00:08:48.260","Marine vegetation","understand","Intermediary","Information Request","B:Query refinement offer",44,"I am finding a lot of a lot of kelp I will find more information about environmental impacts rather than... rather than the human effect on kelp","12"
"888","00:08:49.140","00:08:58.800","Marine vegetation","understand","Seeker","Information Request","A:Intent clarification",45,"What type marine vegetation [long pause] is in general terms of these","12"
