Start.time,Stop.time,Query,Query.complexity,Role,Action,Transcript,Query.counter,File.name
05:09.0,05:13.8,Tyres,understand,A_User,A:Information request,So are they are they they just using the tyres to become other new tyres or,29,12 - 16 June - 3pm - Synchronized Clip.txt
05:15.4,05:22.2,Tyres,understand,B_Receiver,B:Within-Document search result,No only like five percent of that they use in like recycling to make new tyres,30,12 - 16 June - 3pm - Synchronized Clip.txt
05:22.3,05:26.4,Tyres,understand,A_User,A:Interpretation,Yeah and then and there's like another fifteen percent that becomes other rubber products,31,12 - 16 June - 3pm - Synchronized Clip.txt
05:26.9,05:35.7,Tyres,understand,B_Receiver,B:Parahprasing from document which is not in front of them,Uhm no they just dumped it illegally I don't know what they do with that and rest like fifty-seven percent of the tyres they recycle the tyres and put them in land refill,32,12 - 16 June - 3pm - Synchronized Clip.txt
05:35.9,05:37.5,Tyres,understand,A_User,A:Confirms,Ah OK so they only just yeah,33,12 - 16 June - 3pm - Synchronized Clip.txt
06:02.6,06:04.1,Tyres,understand,B_Receiver,B:Scanning document with modification,"Yeah so there's like one process which they use to recycle those tyres and that process is called TRU pyrolysis... so I'm reading about this TRU pyrolysis process but actually it is what it does and how it like goes on, so TRU means Thermal Recovery Unit",34,12 - 16 June - 3pm - Synchronized Clip.txt
06:08.1,06:20.8,Alcohol consumption,analyze,A_User,A:Initial information request,OK so I need you to look up uhm... Australian alcohol consumption per capita,1,12 - 16 June - 3pm - Synchronized Clip.txt
06:22.2,06:22.9,Alcohol consumption,analyze,B_Receiver,B:Confirms,Yeah,2,12 - 16 June - 3pm - Synchronized Clip.txt
06:24.9,06:27.8,Alcohol consumption,analyze,A_User,A:Results?,So what's the first result that you get do you get a,3,12 - 16 June - 3pm - Synchronized Clip.txt
06:33.6,06:52.2,Alcohol consumption,analyze,B_Receiver,B:SERP without modification,"I have like a list of countries alright OK hmmm... so I have like some few articles about saying consumption, there's a list of countries, there is",4,12 - 16 June - 3pm - Synchronized Clip.txt
06:52.3,06:54.1,Alcohol consumption,analyze,A_User,A:Access source,"Uhm, can you give me the list of countries?",5,12 - 16 June - 3pm - Synchronized Clip.txt
06:56.5,06:59.6,Alcohol consumption,analyze,B_Receiver,B:Query refinement offer,"So, are you looking for Australia then?",6,12 - 16 June - 3pm - Synchronized Clip.txt
06:59.8,07:03.8,Alcohol consumption,analyze,A_User,A:Intent clarification,Uhm I want to see what we are compared to other countries first,7,12 - 16 June - 3pm - Synchronized Clip.txt
07:04.2,07:16.0,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,OK so... so they have some a table regarding pure alcohol consumption among adults,8,12 - 16 June - 3pm - Synchronized Clip.txt
07:16.1,07:16.5,Alcohol consumption,analyze,A_User,A:Confirms,Yeah,9,12 - 16 June - 3pm - Synchronized Clip.txt
07:16.7,07:22.7,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,In litres per capita per year and there the data is for year two thousand ten,10,12 - 16 June - 3pm - Synchronized Clip.txt
07:24.2,07:24.6,Alcohol consumption,analyze,A_User,A:Confirms,Yeah,11,12 - 16 June - 3pm - Synchronized Clip.txt
07:25.5,07:30.9,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,"So they have consumptions of beer, wine, spirits and others",12,12 - 16 June - 3pm - Synchronized Clip.txt
07:31.2,07:32.4,Alcohol consumption,analyze,A_User,A:Information request within document,Is there a total?,13,12 - 16 June - 3pm - Synchronized Clip.txt
07:33.4,07:33.9,Alcohol consumption,analyze,B_Receiver,B:Asks to repeat,Sorry?,14,12 - 16 June - 3pm - Synchronized Clip.txt
07:33.9,07:36.7,Alcohol consumption,analyze,A_User,A:Information request within document,Is there like a total consumption of alcohol?,15,12 - 16 June - 3pm - Synchronized Clip.txt
07:36.8,07:38.8,Alcohol consumption,analyze,B_Receiver,B:Within-Document search result,Yeah they said it's in litres,16,12 - 16 June - 3pm - Synchronized Clip.txt
07:38.9,07:41.5,Alcohol consumption,analyze,A_User,A:Information request within document,OK yeah uhm what are the top five?,17,12 - 16 June - 3pm - Synchronized Clip.txt
07:42.2,08:03.7,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,Top five [long pause] so for two thousand fifteen WHO data so they have the top five in top five the first one is Czech Republic,18,12 - 16 June - 3pm - Synchronized Clip.txt
08:04.1,08:04.6,Alcohol consumption,analyze,A_User,A:Confirms,OK,19,12 - 16 June - 3pm - Synchronized Clip.txt
08:04.7,08:07.8,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,Which has fourteen point one litres of alcohol consumption,20,12 - 16 June - 3pm - Synchronized Clip.txt
08:07.9,08:08.2,Alcohol consumption,analyze,A_User,A:Confirms,Yep,21,12 - 16 June - 3pm - Synchronized Clip.txt
08:08.5,08:10.3,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,And second is Australia,22,12 - 16 June - 3pm - Synchronized Clip.txt
08:10.6,08:11.0,Alcohol consumption,analyze,A_User,A:Confirms,OK,23,12 - 16 June - 3pm - Synchronized Clip.txt
08:11.0,08:31.2,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,"Which has twelve point six litres, third is Portugal which has twelve point five litres and fourth is Slovakia with twelve point five again in litres and fifth is Hungary with twelve point four sixth is United Kingdom twelve, seven Finland eleven point nine",24,12 - 16 June - 3pm - Synchronized Clip.txt
08:32.2,08:33.5,Alcohol consumption,analyze,A_User,A:Information request within document,Is America in that list?,25,12 - 16 June - 3pm - Synchronized Clip.txt
08:34.4,08:35.1,Alcohol consumption,analyze,B_Receiver,B:Asks to repeat,America?,26,12 - 16 June - 3pm - Synchronized Clip.txt
08:35.1,08:35.5,Alcohol consumption,analyze,A_User,A:Confirms,Yeah,27,12 - 16 June - 3pm - Synchronized Clip.txt
08:36.4,08:39.6,Alcohol consumption,analyze,B_Receiver,B:Within-Document search result,"America yeah number twenty-four, nine litres",28,12 - 16 June - 3pm - Synchronized Clip.txt
08:39.8,08:52.1,Alcohol consumption,analyze,A_User,A:Information request,"OK twenty-four, alright can you uhm, get out of that search and just search for uhm the alcohol consumption per capita in Australian states",29,12 - 16 June - 3pm - Synchronized Clip.txt
08:52.3,08:52.8,Alcohol consumption,analyze,B_Receiver,B:Confirms,Yeah,30,12 - 16 June - 3pm - Synchronized Clip.txt
08:53.6,08:55.8,Alcohol consumption,analyze,A_User,A:Intent clarification,And see what the differences are between those,31,12 - 16 June - 3pm - Synchronized Clip.txt
08:56.2,09:06.1,Alcohol consumption,analyze,B_Receiver,B:Asks to repeat,Yeah [long pause] different states you're looking for right?,32,12 - 16 June - 3pm - Synchronized Clip.txt
09:06.2,09:12.4,Alcohol consumption,analyze,A_User,A:Information request within SERP,Yeah... is there a list similar to that one that you have?,33,12 - 16 June - 3pm - Synchronized Clip.txt
09:12.4,09:20.5,Alcohol consumption,analyze,B_Receiver,B:Within-Document search result,"Uhm they have it for drinks like different type of drinks but for like uhm states, I'm looking for the states one",34,12 - 16 June - 3pm - Synchronized Clip.txt
09:20.7,09:21.0,Alcohol consumption,analyze,A_User,A:Confirms,Yeah,35,12 - 16 June - 3pm - Synchronized Clip.txt
09:23.3,09:31.7,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,They have uhm article on sixth of May that apparent alcohol consumption hits a fifty year low in Australia,36,12 - 16 June - 3pm - Synchronized Clip.txt
09:32.0,09:32.6,Alcohol consumption,analyze,A_User,A:Confirms,OK,37,12 - 16 June - 3pm - Synchronized Clip.txt
09:33.3,09:33.9,Alcohol consumption,analyze,B_Receiver,B:Confirms,Yeah,38,12 - 16 June - 3pm - Synchronized Clip.txt
10:36.8,10:38.3,Alcohol consumption,analyze,A_User,A:Info about document,So it's just articles really?,39,12 - 16 June - 3pm - Synchronized Clip.txt
10:38.3,10:38.8,Alcohol consumption,analyze,B_Receiver,B:Confirms,Yeah,40,12 - 16 June - 3pm - Synchronized Clip.txt
10:38.9,10:39.1,Alcohol consumption,analyze,A_User,A:Confirms,OK,41,12 - 16 June - 3pm - Synchronized Clip.txt
10:39.1,10:43.2,Alcohol consumption,analyze,B_Receiver,B:Scanning document with modification,Several articles like deaths related to alcohol,42,12 - 16 June - 3pm - Synchronized Clip.txt
10:43.4,10:43.7,Alcohol consumption,analyze,A_User,A:Confirms,Yeah,43,12 - 16 June - 3pm - Synchronized Clip.txt
10:43.7,10:59.9,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,Alcohol related road injury uhm trends in per capita alcohol consumption... it's like bulletins and trends in youth alcohol consumption under-age drinking,44,12 - 16 June - 3pm - Synchronized Clip.txt
10:59.9,11:12.2,Alcohol consumption,analyze,A_User,A:Information request,OK uhm... can you just look up the average alcohol consumption per week for an Australian adult?,45,12 - 16 June - 3pm - Synchronized Clip.txt
11:13.4,11:14.2,Alcohol consumption,analyze,B_Receiver,B:Asks to repeat,Per week,46,12 - 16 June - 3pm - Synchronized Clip.txt
11:14.5,11:33.9,Alcohol consumption,analyze,A_User,A:Confirms + Information Request within SERP,Yeah [long pause] does it come up with like uhm age brackets?,47,12 - 16 June - 3pm - Synchronized Clip.txt
11:34.7,11:36.9,Alcohol consumption,analyze,B_Receiver,B:Within-Document search result,Yeah they have something in this brackets,48,12 - 16 June - 3pm - Synchronized Clip.txt
11:37.0,11:37.3,Alcohol consumption,analyze,A_User,A:Confirms,Yeah,49,12 - 16 June - 3pm - Synchronized Clip.txt
11:37.4,11:45.0,Alcohol consumption,analyze,B_Receiver,B:Scanning document with modification,"There is a pie chart and hold on I have a report here, Australian alcohol in litres",50,12 - 16 June - 3pm - Synchronized Clip.txt
11:45.1,11:53.4,Alcohol consumption,analyze,A_User,A:Information request within document,Yeah can you just tell me what the uhm the age brackets between eighteen and fifty?,51,12 - 16 June - 3pm - Synchronized Clip.txt
11:54.1,12:02.1,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,Yeah so they have uhm eighty-five percent of total consumption by females aged fourteen to seventeen years,52,12 - 16 June - 3pm - Synchronized Clip.txt
12:02.2,12:03.2,Alcohol consumption,analyze,A_User,A:Asks to repeat,Fourteen to seventeen,53,12 - 16 June - 3pm - Synchronized Clip.txt
12:03.5,12:04.0,Alcohol consumption,analyze,B_Receiver,B:Confirms,Yeah,54,12 - 16 June - 3pm - Synchronized Clip.txt
12:04.1,12:04.4,Alcohol consumption,analyze,A_User,A:Confirms,Yeah,55,12 - 16 June - 3pm - Synchronized Clip.txt
12:04.6,12:13.6,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,And... for males eighty percent for males aged fourteen to seventeen,56,12 - 16 June - 3pm - Synchronized Clip.txt
12:13.9,12:19.4,Alcohol consumption,analyze,A_User,A:Information request within document,OK just uhm like eighteen to say twenty-five,57,12 - 16 June - 3pm - Synchronized Clip.txt
12:19.6,12:20.6,Alcohol consumption,analyze,B_Receiver,B:Asks to repeat,Eighteen to,58,12 - 16 June - 3pm - Synchronized Clip.txt
12:20.6,12:22.8,Alcohol consumption,analyze,A_User,A:Intent clarification,If there's a bracket like that the closest one,59,12 - 16 June - 3pm - Synchronized Clip.txt
12:33.2,12:34.7,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,It's like forty-one percent,60,12 - 16 June - 3pm - Synchronized Clip.txt
12:35.6,12:36.1,Alcohol consumption,analyze,A_User,A:Confirms,OK,61,12 - 16 June - 3pm - Synchronized Clip.txt
12:36.3,12:36.6,Alcohol consumption,analyze,B_Receiver,B:Confirms,Yeah,62,12 - 16 June - 3pm - Synchronized Clip.txt
12:39.3,12:42.9,Alcohol consumption,analyze,A_User,A:Information request within document,And what's the next one the next age bracket over that,63,12 - 16 June - 3pm - Synchronized Clip.txt
12:43.5,13:04.5,Alcohol consumption,analyze,B_Receiver,B:Within-Document search result,"Uhm next one hold on [long pause] so they have something related to that that's here, they don't have the age",64,12 - 16 June - 3pm - Synchronized Clip.txt
13:04.6,13:05.2,Alcohol consumption,analyze,A_User,A:Confirms,Ah OK,65,12 - 16 June - 3pm - Synchronized Clip.txt
13:05.2,13:07.5,Alcohol consumption,analyze,B_Receiver,B:Scanning document with modification,They have the numbers like percentages and numbers,66,12 - 16 June - 3pm - Synchronized Clip.txt
13:07.6,13:08.2,Alcohol consumption,analyze,A_User,A:Information request within document,Of deaths?,67,12 - 16 June - 3pm - Synchronized Clip.txt
13:11.6,13:12.5,Alcohol consumption,analyze,B_Receiver,B:Within-Document search result,Yeah between a ten year gap,68,12 - 16 June - 3pm - Synchronized Clip.txt
13:16.5,13:20.4,New Caledonia,remember,A_User,A:Initial information request,Can you type in New Caledonia?,1,12 - 16 June - 3pm - Synchronized Clip.txt
13:21.0,13:21.6,New Caledonia,remember,B_Receiver,B:Asks to repeat,New,2,12 - 16 June - 3pm - Synchronized Clip.txt
13:21.6,13:30.3,New Caledonia,remember,A_User,A:Query embellishment,New Caledonia CALEDONIA uhm language,3,12 - 16 June - 3pm - Synchronized Clip.txt
13:33.9,13:35.1,New Caledonia,remember,B_Receiver,B:SERP Card,It's a French language,4,12 - 16 June - 3pm - Synchronized Clip.txt
13:35.1,13:35.8,New Caledonia,remember,A_User,A:Asks to repeat,It's French?,5,12 - 16 June - 3pm - Synchronized Clip.txt
13:35.9,13:36.9,New Caledonia,remember,B_Receiver,B:SERP with modification,Yeah official language,6,12 - 16 June - 3pm - Synchronized Clip.txt
13:37.1,13:38.1,New Caledonia,remember,A_User,A:Confirms,Official language,7,12 - 16 June - 3pm - Synchronized Clip.txt
13:38.1,13:38.4,New Caledonia,remember,B_Receiver,B:Confirms,Yeah,8,12 - 16 June - 3pm - Synchronized Clip.txt
13:38.4,13:39.9,New Caledonia,remember,A_User,A:Information request,Uhm do they have any native tongues?,9,12 - 16 June - 3pm - Synchronized Clip.txt
13:40.5,13:41.4,New Caledonia,remember,B_Receiver,B:Asks to repeat,Native towns,10,12 - 16 June - 3pm - Synchronized Clip.txt
13:41.6,13:42.0,New Caledonia,remember,A_User,A:Confirms,Yeah,11,12 - 16 June - 3pm - Synchronized Clip.txt
13:43.8,13:48.3,New Caledonia,remember,B_Receiver,B:SERP without modification,They have points of interests [inaudible segment],12,12 - 16 June - 3pm - Synchronized Clip.txt
13:49.4,13:50.5,New Caledonia,remember,A_User,A:Information request,Everyone speaks French?,13,12 - 16 June - 3pm - Synchronized Clip.txt
13:51.1,13:56.2,New Caledonia,remember,B_Receiver,B:SERP without modification,"Yeah, it's like they have a population of two two hundred and sixty-two thousand",14,12 - 16 June - 3pm - Synchronized Clip.txt
13:56.5,13:56.9,New Caledonia,remember,A_User,A:Confirms,Yeah,15,12 - 16 June - 3pm - Synchronized Clip.txt
14:01.2,14:02.2,New Caledonia,remember,B_Receiver,B:SERP without modification,Capital is Noumea,16,12 - 16 June - 3pm - Synchronized Clip.txt
00:19.1,00:20.8,Marine vegetation,understand,A_User,A:Initial information request,Algae seaweed health,1,13 - 17 June - 9.30am - Synchronized Clip.txt
00:21.5,00:22.2,Marine vegetation,understand,B_Receiver,B:Asks to repeat,Pardon,2,13 - 17 June - 9.30am - Synchronized Clip.txt
00:22.7,00:25.2,Marine vegetation,understand,A_User,A:Query repeat,Algae seaweed health,3,13 - 17 June - 9.30am - Synchronized Clip.txt
00:32.0,00:36.5,Marine vegetation,understand,B_Receiver,B:SERP without modification,Uhm I've found some ways to boost your health with seaweeds and algaes,4,13 - 17 June - 9.30am - Synchronized Clip.txt
00:36.6,00:37.0,Marine vegetation,understand,A_User,A:Confirms,Yeah,5,13 - 17 June - 9.30am - Synchronized Clip.txt
00:37.5,00:44.3,Marine vegetation,understand,B_Receiver,B:SERP without modification,Uhm I have a list of uhm nutritional data as well from it,6,13 - 17 June - 9.30am - Synchronized Clip.txt
00:44.3,00:49.7,Marine vegetation,understand,A_User,A:Intent clarification,Yes uhm nutritional data and how it benefits to medicine as well,7,13 - 17 June - 9.30am - Synchronized Clip.txt
01:03.0,01:14.3,Marine vegetation,understand,B_Receiver,B:Scanning document without modification,Uhm eating it provides with half a milligram uhm thirty-five milligrams of iron... accompanied by vitamin C,8,13 - 17 June - 9.30am - Synchronized Clip.txt
01:14.5,01:15.0,Marine vegetation,understand,A_User,A:Confirms,Yeah,9,13 - 17 June - 9.30am - Synchronized Clip.txt
01:19.0,01:22.3,Marine vegetation,understand,B_Receiver,B:Scanning document without modification,Brown algae accumulate a lot of iodine,10,13 - 17 June - 9.30am - Synchronized Clip.txt
01:30.7,01:36.8,Marine vegetation,understand,A_User,A:Access search engine,Can you use Google Scholar or uhm... can you use Google Scholar?,11,13 - 17 June - 9.30am - Synchronized Clip.txt
01:37.2,01:37.7,Marine vegetation,understand,B_Receiver,B:Checks navigational command,Am I allowed?,12,13 - 17 June - 9.30am - Synchronized Clip.txt
01:37.9,01:40.5,Marine vegetation,understand,A_User,A:Provides information about the search engine,So it's a search engine,13,13 - 17 June - 9.30am - Synchronized Clip.txt
01:40.5,01:43.1,Marine vegetation,understand,B_Receiver,B:Checks navigational command,"Ah, I know what it is but I am allowed to use that?",14,13 - 17 June - 9.30am - Synchronized Clip.txt
01:43.2,02:01.3,Marine vegetation,understand,A_User,A:Information request,"Yes... so I try to get more uses uhm eating of uhm input uhm algae, seaweeds and kelp KELP",15,13 - 17 June - 9.30am - Synchronized Clip.txt
02:02.2,02:02.8,Marine vegetation,understand,B_Receiver,B:Confirms,Oh kelp,16,13 - 17 June - 9.30am - Synchronized Clip.txt
02:02.9,02:03.5,Marine vegetation,understand,A_User,A:Confirms,Yeah kelp,17,13 - 17 June - 9.30am - Synchronized Clip.txt
02:03.5,02:04.7,Marine vegetation,understand,B_Receiver,B:Misheard,I thought you said health sorry,18,13 - 17 June - 9.30am - Synchronized Clip.txt
02:05.9,02:18.8,Marine vegetation,understand,A_User,A:Intent clarification,Uhm so I'd like some more information on how it benefits to human bodies and uhm what's it relate to health and also [inaudible segment],19,13 - 17 June - 9.30am - Synchronized Clip.txt
02:30.7,02:37.3,Marine vegetation,understand,B_Receiver,B:SERP with modification,"I just have studies on a Japan diet, they eat a lot of seaweed everyone has seaweed in their diet",20,13 - 17 June - 9.30am - Synchronized Clip.txt
02:44.6,02:57.2,Marine vegetation,understand,A_User,A:Information request within SERP,"Yeah [long pause] so most of them are about seaweeds or uhm is there any uhm vegetables and growing kind of vegetables like seaweed, algae, kelp",21,13 - 17 June - 9.30am - Synchronized Clip.txt
03:05.8,03:08.6,Marine vegetation,understand,B_Receiver,B:Request to access Search engine,Uhm can I use the RMIT library function as well?,22,13 - 17 June - 9.30am - Synchronized Clip.txt
03:08.7,03:10.0,Marine vegetation,understand,A_User,A:Confirms,Ah yeah that's maybe,23,13 - 17 June - 9.30am - Synchronized Clip.txt
03:25.9,03:31.3,Marine vegetation,understand,B_Receiver,B:Query refinement offer,So do so look at one seaweed first just kelp or just or all of them at once,24,13 - 17 June - 9.30am - Synchronized Clip.txt
03:31.7,03:34.6,Marine vegetation,understand,A_User,A:Intent clarification,Uhm maybe look at each individual,25,13 - 17 June - 9.30am - Synchronized Clip.txt
03:54.9,04:05.1,Marine vegetation,understand,B_Receiver,B:SERP without modification + Query refinement offer,There is a qualitative and quantitative evaluation of seaweed diet on sheep uhm we're looking at human not animal,26,13 - 17 June - 9.30am - Synchronized Clip.txt
04:05.3,04:05.7,Marine vegetation,understand,A_User,A:Confirms,Uh hum,27,13 - 17 June - 9.30am - Synchronized Clip.txt
04:26.2,04:28.5,Marine vegetation,understand,B_Receiver,B:SERP without modification,There's an article called seaweed and human health,28,13 - 17 June - 9.30am - Synchronized Clip.txt
04:28.8,04:32.2,Marine vegetation,understand,A_User,A:Performance feedback,So that looks as just oh yeah because searching for seaweeds and,29,13 - 17 June - 9.30am - Synchronized Clip.txt
04:48.5,05:20.3,Marine vegetation,understand,B_Receiver,B:Scanning document without modification,"Uhm it says it has an important role in modulating current disease, unique bioactive compounds, lots of different proteins lectins phycobolliproteins peptides and amino acids, polyphenois, polysaccharides... uhm benefits include antiviral, anticancer and anticoagulant properties as well as the ability to modulate our health and assist with obesity and diabetes",30,13 - 17 June - 9.30am - Synchronized Clip.txt
05:20.5,05:34.9,Marine vegetation,understand,A_User,A:Interpretation + Information Request within Document,Yeah so it can help with diabetes uhm cancer... does it say specifically what type of cancer it is or or in general all cancers,31,13 - 17 June - 9.30am - Synchronized Clip.txt
05:35.8,05:37.7,Marine vegetation,understand,B_Receiver,B:Within-Document search result,It just says anticancer properties,32,13 - 17 June - 9.30am - Synchronized Clip.txt
05:37.7,05:39.4,Marine vegetation,understand,A_User,A:Confirms,OK thanks,33,13 - 17 June - 9.30am - Synchronized Clip.txt
05:41.3,05:44.6,Marine vegetation,understand,B_Receiver,B:Scanning document without modification,I don't it assists by health factors for obesity and diabetes,34,13 - 17 June - 9.30am - Synchronized Clip.txt
05:44.9,05:46.4,Marine vegetation,understand,A_User,A:Performance feedback,"Yeah, that good",35,13 - 17 June - 9.30am - Synchronized Clip.txt
05:52.9,05:59.5,Marine vegetation,understand,B_Receiver,B:Suggestion to move on,Shall we go onto a different uhm... uhm food like kelp?,36,13 - 17 June - 9.30am - Synchronized Clip.txt
05:59.6,06:00.0,Marine vegetation,understand,A_User,A:Confirms,Yeah,37,13 - 17 June - 9.30am - Synchronized Clip.txt
07:28.1,07:35.3,Marine vegetation,understand,B_Receiver,B:SERP without modification,Ah we have an article on on plant extracts on the activity in plasma human blood plasma,38,13 - 17 June - 9.30am - Synchronized Clip.txt
07:38.3,07:41.4,Marine vegetation,understand,A_User,A:Information request within SERP,Plant extracts in terms of marine plants or,39,13 - 17 June - 9.30am - Synchronized Clip.txt
07:41.7,07:56.5,Marine vegetation,understand,B_Receiver,B:Within-Document search result,"Well specifically kelp well I hope... I will see what plants they're talking about exactly... extracts of kelp, fucus, yarrow, Saint John's wort, onion and honey",40,13 - 17 June - 9.30am - Synchronized Clip.txt
07:56.6,07:57.1,Marine vegetation,understand,A_User,A:Confirms,Hmmm,41,13 - 17 June - 9.30am - Synchronized Clip.txt
08:17.3,08:25.0,Marine vegetation,understand,B_Receiver,B:Scanning document with modification,OK so this is mostly talking about... pollen and garlic powder not so much kelp,42,13 - 17 June - 9.30am - Synchronized Clip.txt
08:25.5,08:25.9,Marine vegetation,understand,A_User,A:Confirms,Yep,43,13 - 17 June - 9.30am - Synchronized Clip.txt
08:38.6,08:48.3,Marine vegetation,understand,B_Receiver,B:Query refinement offer,I am finding a lot of a lot of kelp I will find more information about environmental impacts rather than... rather than the human effect on kelp,44,13 - 17 June - 9.30am - Synchronized Clip.txt
08:49.1,08:58.8,Marine vegetation,understand,A_User,A:Intent clarification,What type marine vegetation [long pause] is in general terms of these,45,13 - 17 June - 9.30am - Synchronized Clip.txt
09:22.3,09:26.4,Marine vegetation,understand,B_Receiver,B:SERP without modification,I'm about we've got algae marine algae-derived bioactive peptides for human nutrition and health,46,13 - 17 June - 9.30am - Synchronized Clip.txt
09:53.1,09:54.6,Marine vegetation,understand,A_User,A:Confirms,Hmmm,47,13 - 17 June - 9.30am - Synchronized Clip.txt
10:25.7,10:53.3,Cinnamon,remember,A_User,A:Initial information request,So I'm trying to find the count part in uhm a biscuits that you are get from Europe uhm it contains cinnamon and I want to know where the cinnamon is coming from are there is this uhm is this coming from Europe uhm so how to uhm search for uhm cinnamon Europe biscuits,1,13 - 17 June - 9.30am - Synchronized Clip.txt
10:53.4,10:55.1,Cinnamon,remember,B_Receiver,B:Asks to repeat,Cinnamon what sorry,2,13 - 17 June - 9.30am - Synchronized Clip.txt
10:55.2,10:55.7,Cinnamon,remember,A_User,A:Query repeat,Europe,3,13 - 17 June - 9.30am - Synchronized Clip.txt
10:55.9,10:56.6,Cinnamon,remember,B_Receiver,B:Confirms,Europe,4,13 - 17 June - 9.30am - Synchronized Clip.txt
10:56.6,11:02.4,Cinnamon,remember,A_User,A:Query embellishment,Cinnamon Europe biscuits... and uhm maybe origin,5,13 - 17 June - 9.30am - Synchronized Clip.txt
11:10.7,11:16.2,Cinnamon,remember,B_Receiver,B:SERP without modification,Uhm so we have a list of cookies on Wikipedia uhm a website with food timeline,6,13 - 17 June - 9.30am - Synchronized Clip.txt
11:16.4,11:25.5,Cinnamon,remember,A_User,A:Information request within document,Yep... so what's the timeline is it about biscuits or,7,13 - 17 June - 9.30am - Synchronized Clip.txt
11:25.6,11:27.5,Cinnamon,remember,B_Receiver,B:Within-Document search result,Yeah there's a list of different biscuits,8,13 - 17 June - 9.30am - Synchronized Clip.txt
11:27.5,11:29.1,Cinnamon,remember,A_User,A:Information request within document,"Right, from Europe?",9,13 - 17 June - 9.30am - Synchronized Clip.txt
11:30.0,11:45.9,Cinnamon,remember,B_Receiver,B:Scanning document with modification + Query refinement offer,"Uhm I think from a lot of places... it included there's a lot of different biscuits here, a bit of the history of them... are there any particular biscuits you're interested in?",10,13 - 17 June - 9.30am - Synchronized Clip.txt
11:46.5,12:11.4,Cinnamon,remember,A_User,A:Intent clarification,Uhm that biscuit that contains cinnamon and spice uhm so has some cinnamon taste uhm not exactly what type of cinnamon that is from Europe so uhm what I'm trying to find where that cinnamon comes from,11,13 - 17 June - 9.30am - Synchronized Clip.txt
12:12.1,12:13.8,Cinnamon,remember,B_Receiver,B:Query refinement offer,Where the cinnamon is from?,12,13 - 17 June - 9.30am - Synchronized Clip.txt
12:13.7,12:30.5,Cinnamon,remember,A_User,A:Intent clarification,Yeah so that biscuits that contains cinnamon and I'm trying to find where that cinnamon is from and it's uhm the biscuits are bought from Europe but the cinnamon is not from Europe,13,13 - 17 June - 9.30am - Synchronized Clip.txt
12:32.6,12:34.1,Cinnamon,remember,B_Receiver,B:Query rephrase,So it is a European biscuit,14,13 - 17 June - 9.30am - Synchronized Clip.txt
12:34.1,12:34.5,Cinnamon,remember,A_User,A:Confirms,Yeah,15,13 - 17 June - 9.30am - Synchronized Clip.txt
12:34.8,12:35.8,Cinnamon,remember,B_Receiver,B:Query rephrase,That contains cinnamon,16,13 - 17 June - 9.30am - Synchronized Clip.txt
12:43.4,12:47.5,Cinnamon,remember,A_User,A:Intent clarification,And the question is where that cinnamon is from the origin,17,13 - 17 June - 9.30am - Synchronized Clip.txt
12:50.3,12:52.1,Cinnamon,remember,B_Receiver,B:Query refinement offer,So we're looking for a particular brand?,18,13 - 17 June - 9.30am - Synchronized Clip.txt
12:53.1,13:04.1,Cinnamon,remember,A_User,A:Intent clarification,Uhm I'm guessing it's looking for origin of that cinnamon so maybe it could be from China or Cuba or America,19,13 - 17 June - 9.30am - Synchronized Clip.txt
13:09.5,13:16.9,Cinnamon,remember,B_Receiver,B:Scanning document without modification,Uhm some biscuits are called speculoos speculoos chocolate olivers,20,13 - 17 June - 9.30am - Synchronized Clip.txt
13:17.6,13:18.9,Cinnamon,remember,A_User,A:Information request within document,Does that contain cinnamon?,21,13 - 17 June - 9.30am - Synchronized Clip.txt
13:20.2,13:29.7,Cinnamon,remember,B_Receiver,B:Within-Document search result,Apparently yes it does butter and cinnamon are the main flavours... in uhm the speculoos,22,13 - 17 June - 9.30am - Synchronized Clip.txt
13:31.1,13:35.7,Cinnamon,remember,A_User,A:Information request within document,Uhm does it mention is there a [inaudible segment],23,13 - 17 June - 9.30am - Synchronized Clip.txt
13:37.2,13:37.8,Cinnamon,remember,B_Receiver,B:Asks to repeat,Pardon,24,13 - 17 June - 9.30am - Synchronized Clip.txt
13:39.5,13:43.9,Cinnamon,remember,A_User,A:Information request within document,Uhm the cinnamon mentioned the cinnamon is the main flavour,25,13 - 17 June - 9.30am - Synchronized Clip.txt
13:46.1,13:48.0,Cinnamon,remember,B_Receiver,B:Within-Document search result,"Yes, it says butter and cinnamon are the main flavour",26,13 - 17 June - 9.30am - Synchronized Clip.txt
13:48.6,13:49.2,Cinnamon,remember,A_User,A:Confirms,Right,27,13 - 17 June - 9.30am - Synchronized Clip.txt
